Date,adj_close,log_return
2005-01-04,35.00809097290039,-0.002137917386801965
2005-01-05,35.404144287109375,0.011249678116976013
2005-01-06,36.838497161865234,0.03971453335828799
2005-01-07,35.61287307739258,-0.03383624111034269
2005-01-10,35.75202178955078,0.003899645301979504
2005-01-11,35.70922088623047,-0.0011978775301306963
2005-01-12,35.125823974609375,-0.01647235783402666
2005-01-13,34.92780303955078,-0.005653424980667393
2005-01-14,35.024147033691406,0.0027545781056526634
2005-01-18,36.388916015625,0.03822648435074591
2005-01-19,36.41569900512695,0.0007357498065890355
2005-01-20,34.73512268066406,-0.04724861697096389
2005-01-21,33.53090286254883,-0.03528386891925703
2005-01-24,33.075965881347656,-0.013660574786273753
2005-01-25,32.87794876098633,-0.006004729709316217
2005-01-26,33.37034225463867,0.014865366440709205
2005-01-27,32.867252349853516,-0.01519075631088855
2005-01-28,33.64863586425781,0.023495723559826473
2005-01-31,35.08837127685547,0.041897256608489364
2005-02-01,35.99821853637695,0.025599679205760593
2005-02-02,36.39426803588867,0.010941838570188087
2005-02-03,36.07314682006836,-0.008862557559864604
2005-02-04,37.197105407714844,0.030682213489685466
2005-02-07,38.16046905517578,0.02556919167579149
2005-02-08,37.84469985961914,-0.008309198357471294
2005-02-09,37.06328582763672,-0.020864060646915008
2005-02-10,37.293434143066406,0.006190403516486466
2005-02-11,37.780479431152344,0.012975269252048043
2005-02-14,38.20864486694336,0.011269243355695771
2005-02-15,39.84637451171875,0.041969627294812815
2005-02-16,39.55202102661133,-0.007414629266994523
2005-02-17,39.19343185424805,-0.009107615435521797
2005-02-18,38.93117141723633,-0.006713926501614841
2005-02-22,37.555686950683594,-0.03597043468984815
2005-02-23,37.673439025878906,0.0031304942023682473
2005-02-24,38.48160171508789,0.02122493851380825
2005-02-25,38.56724166870117,0.0022230051774901885
2005-02-28,38.30497741699219,-0.006823408310279459
2005-03-01,38.51371383666992,0.00543453500727576
2005-03-02,39.04355239868164,0.013663369805711555
2005-03-03,38.72243881225586,-0.008258504945328898
2005-03-04,38.347801208496094,-0.009722054959173202
2005-03-07,39.739349365234375,0.0356446733812313
2005-03-08,38.690345764160156,-0.02675175924446629
2005-03-09,37.475399017333984,-0.03190541396356797
2005-03-10,37.37370681762695,-0.0027172605776120988
2005-03-11,37.780479431152344,0.010825121156013046
2005-03-14,38.41737365722656,0.0167172441933066
2005-03-15,38.995399475097656,0.014933880730281065
2005-03-16,38.47624206542969,-0.013402715388369993
2005-03-17,39.08102798461914,0.015596169844192523
2005-03-18,38.49764633178711,-0.015040026264732076
2005-03-21,38.32102966308594,-0.00459828232172
2005-03-22,37.41118240356445,-0.024029168385771803
2005-03-23,37.00441360473633,-0.010932462333539792
2005-03-24,37.726932525634766,0.01933703785422006
2005-03-28,38.13370132446289,0.010724210349202307
2005-03-29,36.41569900512695,-0.04609846733510404
2005-03-30,37.05793762207031,0.017482596594469206
2005-03-31,36.255123138427734,-0.021901870335968743
2005-04-01,35.34525680541992,-0.02541649399605621
2005-04-04,34.07681655883789,-0.03654691850956992
2005-04-05,34.06612777709961,-0.00031371646558889536
2005-04-06,34.280189514160156,0.006264051831797111
2005-04-07,34.78329849243164,0.01456972106750426
2005-04-08,33.78781509399414,-0.02903710588406783
2005-04-11,33.4720344543457,-0.009389939525264544
2005-04-12,34.51569747924805,0.030703922164759624
2005-04-13,34.665557861328125,0.004332405237388489
2005-04-14,33.268646240234375,-0.041131226094004346
2005-04-15,32.01626205444336,-0.038371436181673636
2005-04-18,31.636255264282227,-0.011940181500741274
2005-04-19,31.711200714111328,0.0023661718892553757
2005-04-20,29.607816696166992,-0.06863154926431538
2005-04-21,29.784435272216797,0.0059475467195793195
2005-04-22,28.37148666381836,-0.04860130064018693
2005-04-25,29.361621856689453,0.03430379245080956
2005-04-26,30.15907859802246,0.026797549638553134
2005-04-27,29.270626068115234,-0.02990150232170179
2005-04-28,28.633724212646484,-0.021999298460645286
2005-04-29,28.334014892578125,-0.010522168862228856
2005-05-02,27.092323303222656,-0.04481260775257533
2005-05-03,25.315425872802734,-0.06783648658908732
2005-05-04,26.535715103149414,0.04707763712425151
2005-05-05,26.31627082824707,-0.00830415478579407
2005-05-06,25.914871215820312,-0.01537042841660158
2005-05-09,25.481342315673828,-0.016870471679997473
2005-05-10,25.063886642456055,-0.016518479549176356
2005-05-11,24.710647583007812,-0.014193803933679047
2005-05-12,23.88106346130371,-0.034148405894154785
2005-05-13,23.452903747558594,-0.01809150667390907
2005-05-16,23.854307174682617,0.016970480941138476
2005-05-17,24.261070251464844,0.01690822307625908
2005-05-18,25.122764587402344,0.03490137234361816
2005-05-19,25.663318634033203,0.021288291071942765
2005-05-20,25.27261734008789,-0.015341190817124636
2005-05-23,24.721343994140625,-0.022054491223593257
2005-05-24,24.041635513305664,-0.02787985945430422
2005-05-25,23.549245834350586,-0.020693344421707387
2005-05-26,24.030927658081055,0.02024785723753037
2005-05-27,24.239662170410156,0.008648571071633412
2005-05-31,25.074588775634766,0.03386470969851062
2005-06-01,26.73373794555664,0.06407142727215905
2005-06-02,28.580209732055664,0.06678814968482055
2005-06-03,29.447246551513672,0.029885899127262753
2005-06-06,28.135997772216797,-0.04555059402990352
2005-06-07,28.36613655090332,0.008146242761763109
2005-06-08,28.21091651916504,-0.005487045109562867
2005-06-09,28.307254791259766,0.003409111199635395
2005-06-10,28.082460403442383,-0.00797292832010218
2005-06-13,27.959365844726562,-0.0043929602196846815
2005-06-14,29.163599014282227,0.042169086206200926
2005-06-15,28.767536163330078,-0.013673787706365625
2005-06-16,29.094011306762695,0.011284821175409934
2005-06-17,28.451759338378906,-0.022322357657699264
2005-06-20,28.152042388916016,-0.010590092588049903
2005-06-21,27.964723587036133,-0.006676061756294935
2005-06-22,28.31260108947754,0.012363129748324965
2005-06-23,26.921064376831055,-0.05039793121598141
2005-06-24,26.498249053955078,-0.015830385136596577
2005-06-27,25.872051239013672,-0.02391537405942648
2005-06-28,26.230642318725586,0.013764998207074578
2005-06-29,26.487546920776367,0.0097464135025421
2005-06-30,25.299373626708984,-0.04589505743435901
2005-07-01,25.72218894958496,0.016574365063174338
2005-07-05,26.348377227783203,0.024052685154971103
2005-07-06,26.508947372436523,0.0060756248939019975
2005-07-07,26.28951644897461,-0.008312067092884443
2005-07-08,27.611480712890625,0.0490614084822471
2005-07-11,28.473169326782227,0.030730562632500187
2005-07-12,29.1689453125,0.024142409920545196
2005-07-13,29.302743911743164,0.004576533859334681
2005-07-14,29.003032684326172,-0.010280760662746398
2005-07-15,29.49007797241211,0.016653467012135832
2005-07-18,29.43120002746582,-0.001998529785574123
2005-07-19,29.522180557250977,0.0030865270527685113
2005-07-20,30.07880210876465,0.018678810657069684
2005-07-21,30.276832580566406,0.00656214398037658
2005-07-22,30.351757049560547,0.00247158997405371
2005-07-25,30.464162826538086,0.003696594747126729
2005-07-26,30.185853958129883,-0.00917760081919837
2005-07-27,30.12160873413086,-0.0021305903261038634
2005-07-28,30.80668830871582,0.022489006952535508
2005-07-29,30.1323184967041,-0.022133519329463294
2005-08-01,30.330347061157227,0.006550464512911895
2005-08-02,29.072603225708008,-0.04235250365973318
2005-08-03,27.959365844726562,-0.039044024504728776
2005-08-04,27.932601928710938,-0.0009577017638653672
2005-08-05,27.766700744628906,-0.005957046739265983
2005-08-08,27.87908172607422,0.004039160893966016
2005-08-09,28.29119110107422,0.01467383898635485
